Date/Time,temp_iat,o3_iat,co_iat,no_iat,no2_iat,nox_iat,so2_iat,ch4_iat,nmhc_iat,thc_iat,pm10_iat,pts_iat,at_iat,rh_iat,bp_iat,sr_iat,ws_iat,wd_iat,rain_iat,co_envcity,no2_envcity,o3_envcity,h2s_envcity,nh3_envcity,so2_envcity,temperatura_envcity,umidade_envcity,co_thermo,o3_thermo,no2_thermo,so2_thermo,no_thermo,rh_thermo,pressure_thermo,sensorTemp_thermo
2022-04-30 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-30 01:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-30 02:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-30 03:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-30 04:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-30 05:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-30 06:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-30 07:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-30 08:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-30 09:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-30 10:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-30 11:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-30 12:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-30 13:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-30 14:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-30 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-30 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-30 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-30 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-30 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-30 20:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-30 21:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-30 22:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-30 23:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-01 01:00:00+00:00,25.7,2.53,0.0,36.96,28.27,65.23,2.15,0.09,0.07,0.16,51.0,65.0,24.0,52.2,954.1,2.0,0.17,57.34,0.0,,,,,,,,,,,,,,,,
2022-05-01 02:00:00+00:00,25.5,3.87,0.0,22.41,24.25,46.66,1.27,0.09,0.07,0.16,41.0,53.0,23.0,55.3,953.9,1.0,0.47,358.12,0.0,,,,,,,,,,,,,,,,
2022-05-01 03:00:00+00:00,24.9,5.14,0.0,18.42,22.16,40.58,1.12,0.09,0.07,0.16,44.0,55.0,23.4,54.8,953.5,3.0,0.4,177.49,0.0,,,,,,,,,,,,,,,,
2022-05-01 04:00:00+00:00,25.4,28.18,0.0,1.59,4.21,5.8,0.87,0.09,0.07,0.16,21.0,27.0,24.4,49.0,953.4,3.0,0.74,144.44,0.0,,,,,,,,,,,,,,,,
2022-05-01 05:00:00+00:00,25.3,22.33,0.0,1.32,7.18,8.5,0.59,0.09,0.07,0.16,29.0,34.0,23.6,52.2,953.3,2.0,0.5,154.63,0.0,,,,,,,,,,,,,,,,
2022-05-01 06:00:00+00:00,25.1,20.0,0.0,1.18,8.01,9.19,0.88,0.09,0.07,0.16,20.0,33.0,23.2,52.8,953.6,3.0,0.57,167.97,0.0,,,,,,,,,,,,,,,,
2022-05-01 07:00:00+00:00,25.4,20.63,0.0,1.15,8.47,9.62,0.9,0.09,0.07,0.16,102.0,28.0,22.8,53.0,954.0,4.0,0.57,198.69,0.0,,,,,,,,,,,,,,,,
2022-05-01 08:00:00+00:00,25.1,16.32,0.0,3.44,12.86,16.29,0.81,0.09,0.07,0.16,23.0,41.0,23.6,51.6,954.8,84.0,0.5,166.78,0.0,,,,,,,,,,,,,,,,
2022-05-01 09:00:00+00:00,25.4,19.33,0.0,5.2,11.03,16.23,0.67,0.09,0.07,0.16,36.0,51.0,25.7,49.3,955.7,299.0,0.45,154.97,0.0,,,,,,,,,,,,,,,,
2022-05-01 10:00:00+00:00,26.2,29.14,0.0,2.8,8.26,11.06,0.79,0.09,0.07,0.16,37.0,44.0,28.2,45.9,956.2,490.0,0.54,47.71,0.0,,,,,,,,,,,,,,,,
2022-05-01 11:00:00+00:00,26.2,35.39,0.0,2.04,3.29,5.33,0.72,0.09,0.07,0.16,28.0,42.0,29.1,41.4,956.2,655.0,1.7,46.07,0.0,,,,,,,,,,,,,,,,
2022-05-01 12:00:00+00:00,26.9,37.33,0.0,1.36,1.69,3.06,0.79,0.09,0.07,0.16,23.0,43.0,29.6,41.4,955.5,762.0,2.52,18.5,0.0,,,,,,,,,,,,,,,,
2022-05-01 13:00:00+00:00,27.6,37.17,0.0,1.27,1.12,2.39,0.56,0.09,0.07,0.16,40.0,42.0,30.3,40.2,954.8,685.0,2.54,6.64,0.0,,,,,,,,,,,,,,,,
2022-05-01 14:00:00+00:00,27.5,37.78,0.0,1.18,0.82,2.0,0.7,0.09,0.07,0.16,25.0,38.0,30.7,34.8,954.1,740.0,2.4,2.84,0.0,,,,,,,,,,,,,,,,
2022-05-01 15:00:00+00:00,27.4,39.04,0.0,1.15,0.59,1.74,0.74,0.09,0.07,0.16,23.0,36.0,31.3,31.5,953.4,647.0,2.02,356.36,0.0,,,,,,,,,,,,,,,,
2022-05-01 16:00:00+00:00,28.0,37.06,0.0,1.12,0.7,1.82,0.47,0.09,0.07,0.16,23.0,30.0,31.5,29.4,952.9,418.0,1.69,327.73,0.0,,,,,,,,,,,,,,,,
2022-05-01 17:00:00+00:00,27.8,35.85,0.0,0.97,1.1,2.07,0.62,0.09,0.07,0.16,23.0,38.0,30.9,28.5,953.0,204.0,1.46,355.11,0.0,,,,,,,,,,,,,,,,
2022-05-01 18:00:00+00:00,27.0,24.96,0.0,2.24,12.09,14.33,0.72,0.09,0.07,0.16,27.0,51.0,29.6,32.4,953.2,33.0,1.04,22.32,0.0,,,,,,,,,,,,,,,,
2022-05-01 19:00:00+00:00,27.0,29.97,0.0,1.54,8.28,9.82,0.81,0.09,0.07,0.16,39.0,51.0,28.3,44.9,953.6,2.0,1.57,203.79,0.0,,,,,,,,,,,,,,,,
2022-05-01 20:00:00+00:00,26.9,24.77,0.0,1.43,11.72,13.15,0.76,0.09,0.07,0.16,38.0,59.0,27.7,48.3,954.0,2.0,1.01,192.12,0.0,,,,,,,,,,,,,,,,
2022-05-01 21:00:00+00:00,26.3,20.27,0.0,1.81,14.92,16.72,1.06,0.09,0.07,0.16,46.0,63.0,27.0,50.2,954.4,2.0,0.89,147.34,0.0,,,,,,,,,,,,,,,,
2022-05-01 22:00:00+00:00,26.2,23.26,0.0,1.28,12.5,13.78,1.07,0.09,0.07,0.16,51.0,62.0,26.7,49.8,954.7,2.0,0.97,142.39,0.0,,,,,,,,,,,,,,,,
2022-05-01 23:00:00+00:00,26.3,22.26,0.0,1.25,12.45,13.7,1.02,0.09,0.07,0.16,41.0,58.0,26.5,50.1,954.7,2.0,0.79,164.42,0.0,,,,,,,,,,,,,,,,
2022-05-02 00:00:00+00:00,25.8,24.36,0.0,1.33,9.79,11.12,1.08,0.09,0.07,0.16,37.0,53.0,26.2,49.0,954.9,2.0,0.62,169.95,0.0,,,,,,,,,,,,,,,,
2022-05-02 01:00:00+00:00,26.0,24.86,0.0,1.02,7.05,8.07,1.25,0.09,0.07,0.16,39.0,55.0,25.9,46.4,954.8,2.0,0.59,163.93,0.0,,,,,,,,,,,,,,,,
2022-05-02 02:00:00+00:00,26.1,25.05,0.0,1.25,6.41,7.66,1.86,0.09,0.07,0.16,30.0,38.0,25.7,45.3,954.6,3.0,0.74,155.0,0.0,,,,,,,,,,,,,,,,
2022-05-02 03:00:00+00:00,25.6,31.97,0.0,1.01,2.85,3.86,1.83,0.09,0.07,0.16,19.0,30.0,25.5,43.9,954.3,3.0,1.27,138.3,0.0,,,,,,,,,,,,,,,,
2022-05-02 04:00:00+00:00,25.9,31.96,0.0,1.03,1.37,2.4,1.98,0.09,0.07,0.16,22.0,26.0,25.2,43.6,954.1,3.0,1.32,145.18,0.0,,,,,,,,,,,,,,,,
2022-05-02 05:00:00+00:00,25.6,23.39,0.0,2.06,6.81,8.87,1.8,0.09,0.07,0.16,22.0,27.0,23.7,51.0,954.2,1.0,0.42,123.52,0.0,,,,,,,,,,,,,,,,
2022-05-02 06:00:00+00:00,25.0,9.39,0.0,2.58,11.46,14.04,1.71,0.09,0.07,0.16,38.0,47.0,20.6,72.7,954.5,1.0,0.87,13.51,0.0,,,,,,,,,,,,,,,,
2022-05-02 07:00:00+00:00,25.2,10.69,0.0,6.49,13.37,19.86,1.99,0.09,0.07,0.16,36.0,44.0,21.2,64.0,955.2,5.0,0.39,38.2,0.0,,,,,,,,,,,,,,,,
2022-05-02 08:00:00+00:00,24.9,12.34,0.0,5.94,14.46,20.4,1.92,0.09,0.07,0.16,27.0,46.0,22.1,59.9,956.1,81.0,1.02,42.91,0.0,,,,,,,,,,,,,,,,
2022-05-02 09:00:00+00:00,25.4,16.39,0.0,5.47,8.86,14.33,1.96,0.09,0.07,0.16,37.0,55.0,23.1,62.8,956.7,292.0,1.89,45.09,0.0,,,,,,,,,,,,,,,,
2022-05-02 10:00:00+00:00,25.4,19.34,0.0,3.6,4.77,8.37,1.47,0.09,0.07,0.16,41.0,54.0,24.8,61.6,957.0,494.0,2.33,47.15,0.0,,,,,,,,,,,,,,,,
2022-05-02 11:00:00+00:00,25.0,21.64,0.0,2.96,3.47,6.43,1.33,0.09,0.07,0.16,31.0,50.0,26.3,57.4,956.8,653.0,3.18,38.92,0.0,,,,,,,,,,,,,,,,
2022-05-02 12:00:00+00:00,26.0,26.82,0.0,2.25,3.06,5.31,1.65,0.09,0.07,0.16,30.0,45.0,27.7,52.2,956.2,752.0,2.79,37.97,0.0,,,,,,,,,,,,,,,,
2022-05-02 13:00:00+00:00,26.4,28.87,0.0,1.78,2.11,3.89,1.67,0.09,0.07,0.16,29.0,47.0,28.4,49.0,955.3,662.0,3.17,25.56,0.0,,,,,,,,,,,,,,,,
2022-05-02 14:00:00+00:00,26.3,30.79,0.0,1.64,1.92,3.56,1.81,0.09,0.07,0.16,37.0,47.0,28.8,47.4,954.3,717.0,3.05,14.64,0.0,,,,,,,,,3202.2727272727275,3.9104545454545456,0.0,329.3213636363636,0.0,57.97863636363636,91.80045454545456,33.91409090909091
2022-05-02 15:00:00+00:00,26.8,30.4,0.0,1.8,3.28,5.09,1.7,0.09,0.07,0.16,36.0,49.0,29.0,45.1,953.7,385.0,2.45,17.74,0.0,,,,,,,,,714.6666666666666,18.374666666666666,16.595333333333333,83.40583333333333,0.0,65.83716666666666,92.71916666666667,29.9025
2022-05-02 16:00:00+00:00,26.6,29.25,0.0,2.28,5.32,7.59,1.74,0.09,0.07,0.16,28.0,42.0,28.8,43.4,953.3,230.0,0.93,72.53,0.0,481.0210555555556,-1.025111111111111,11.129833333333332,63.80377777777778,40664.139833333335,-2399.353,26.0,70.83333333333333,571.5,12.0215,3.189,35.80616666666666,0.0,62.89533333333333,92.648,31.30933333333333
2022-05-02 17:00:00+00:00,25.9,32.23,0.0,1.91,5.13,7.05,1.7,0.09,0.07,0.16,39.0,45.0,29.0,40.8,953.1,215.0,2.27,31.08,0.0,,,,,,,,,541.8333333333334,14.305333333333333,14.861666666666668,46.866166666666665,0.0,65.21133333333333,92.62283333333333,30.230166666666666
2022-05-02 18:00:00+00:00,26.0,24.32,0.0,2.47,14.06,16.53,1.79,0.09,0.07,0.16,37.0,51.0,28.3,43.5,953.0,51.0,1.37,36.97,0.0,,,,,,,,,436.8333333333333,12.479333333333333,18.6795,48.286833333333334,0.0,69.21133333333334,92.68666666666667,28.658333333333335
2022-05-02 19:00:00+00:00,25.8,13.07,0.0,4.47,22.52,26.99,1.48,0.09,0.07,0.16,45.0,66.0,27.2,46.6,953.1,2.0,0.63,64.45,0.0,,,,,,,,,399.6666666666667,10.4125,29.311666666666667,60.755833333333335,0.0,77.9845,92.75316666666666,26.868499999999997
2022-05-02 20:00:00+00:00,24.9,12.78,0.0,3.66,20.3,23.96,1.3,0.09,0.07,0.16,40.0,58.0,26.4,49.7,953.4,4.0,0.46,129.55,0.0,,,,,,,,,278.6666666666667,8.903500000000001,16.231833333333334,35.521499999999996,0.0,80.97383333333333,92.83116666666666,25.034
2022-05-02 21:00:00+00:00,24.9,19.9,0.0,1.67,13.33,15.0,1.14,0.09,0.07,0.16,33.0,47.0,25.7,53.0,953.8,2.0,0.71,134.29,0.0,,,,,,,,,314.3333333333333,7.4235,12.267333333333333,24.829333333333334,0.0,81.46133333333334,92.84333333333333,24.630666666666666
2022-05-02 22:00:00+00:00,24.9,24.36,0.0,1.31,9.0,10.32,0.9,0.09,0.07,0.16,27.0,40.0,25.2,54.3,953.9,2.0,0.95,131.63,0.0,,,,,,,,,275.5,7.5005,11.415166666666666,20.438166666666667,0.0,80.92450000000001,92.86466666666666,24.631833333333336
2022-05-02 23:00:00+00:00,24.4,25.77,0.0,1.25,7.97,9.22,0.59,0.09,0.07,0.16,27.0,30.0,25.1,53.0,953.9,2.0,0.78,128.3,0.0,,,,,,,,,238.33333333333334,8.233166666666667,9.792499999999999,21.065833333333334,0.0,81.1125,92.87349999999999,24.698333333333334
2022-05-03 00:00:00+00:00,24.9,25.85,0.0,1.25,6.49,7.74,1.08,0.09,0.07,0.16,26.0,34.0,24.6,55.7,953.7,2.0,0.81,130.35,0.0,,,,,,,,,222.83333333333334,6.9185,8.722833333333334,18.488333333333333,0.0,81.05366666666667,92.85633333333334,24.85283333333333
2022-05-03 01:00:00+00:00,24.5,24.14,0.0,1.02,4.61,5.63,1.1,0.09,0.07,0.16,28.0,43.0,24.0,58.9,953.4,3.0,1.02,129.24,0.0,,,,,,,,,191.66666666666666,7.285333333333333,6.732666666666666,16.12216666666667,0.0,80.48383333333332,92.813,24.950499999999998
2022-05-03 02:00:00+00:00,24.6,23.92,0.0,1.0,3.13,4.13,1.6,0.09,0.07,0.16,24.0,35.0,23.8,60.4,953.2,4.0,0.94,125.37,0.0,,,,,,,,,212.16666666666666,8.047500000000001,6.1995,15.176666666666668,0.0,79.9175,92.76016666666666,25.031333333333333
2022-05-03 03:00:00+00:00,24.6,22.6,0.0,0.96,1.32,2.28,1.45,0.09,0.07,0.16,23.0,35.0,23.4,64.6,953.1,4.0,1.51,122.81,0.0,,,,,,,,,178.66666666666666,8.494833333333334,6.680499999999999,17.137333333333334,0.0,79.93083333333334,92.73383333333332,25.1275
2022-05-03 04:00:00+00:00,24.4,20.55,0.0,0.93,0.74,1.67,1.41,0.09,0.07,0.16,17.0,31.0,22.5,69.9,952.8,3.0,1.3,125.51,0.0,,,,,,,,,179.16666666666666,7.832833333333334,7.637,17.694833333333335,0.0,80.34233333333333,92.65716666666667,25.15266666666667
2022-05-03 05:00:00+00:00,24.6,20.84,0.0,1.12,0.62,1.75,1.49,0.09,0.07,0.16,21.0,31.0,22.4,70.6,952.8,3.0,1.01,120.97,0.0,,,,,,,,,191.0,7.133166666666667,8.877666666666666,17.694666666666667,0.0,81.00116666666666,92.6195,24.9065
2022-05-03 06:00:00+00:00,24.4,20.3,0.0,1.29,1.16,2.45,1.49,0.09,0.07,0.16,19.0,24.0,21.8,73.2,953.3,2.0,1.24,48.18,0.0,,,,,,,,,185.66666666666666,8.874333333333334,7.143833333333333,14.2935,0.0,82.11433333333333,92.73150000000001,24.045833333333334
2022-05-03 07:00:00+00:00,24.5,18.1,0.0,1.55,3.18,4.73,1.63,0.09,0.07,0.16,20.0,26.0,21.6,74.3,953.8,4.0,0.76,79.47,0.0,,,,,,,,,249.16666666666666,9.408666666666667,8.758833333333333,13.514000000000001,0.0,82.35650000000001,92.77400000000002,23.506333333333334
2022-05-03 08:00:00+00:00,24.5,13.31,0.0,2.82,8.68,11.5,1.63,0.09,0.07,0.16,21.0,43.0,22.0,73.0,955.0,78.0,0.35,120.78,0.0,,,,,,,,,239.0,9.389166666666666,8.690833333333334,14.9195,0.0,82.60066666666667,92.78816666666667,23.471833333333333
2022-05-03 09:00:00+00:00,24.3,14.84,0.0,4.76,8.73,13.49,1.58,0.09,0.07,0.16,32.0,51.0,23.3,68.9,955.6,269.0,1.25,56.51,0.0,,,,,,,,,193.83333333333334,7.266,4.949166666666667,9.383666666666667,0.0,81.63633333333334,92.83916666666667,23.780666666666665
2022-05-03 10:00:00+00:00,24.8,21.13,0.0,3.72,5.14,8.86,1.02,0.09,0.07,0.16,37.0,47.0,25.0,62.9,956.0,475.0,1.76,50.5,0.0,,,,,,,,,202.33333333333334,6.2781666666666665,5.506166666666667,8.896666666666667,0.0,80.78150000000001,92.85416666666667,23.993833333333335
2022-05-03 11:00:00+00:00,24.8,26.64,0.0,2.56,4.37,6.93,0.26,0.09,0.07,0.16,35.0,62.0,26.5,56.0,955.9,635.0,2.43,37.75,0.0,,,,,,,,,269.0,5.908666666666666,7.295333333333333,10.529833333333332,0.0,80.6185,92.8015,23.682000000000002
2022-05-03 12:00:00+00:00,25.6,31.34,0.0,1.97,3.12,5.09,1.49,0.09,0.07,0.16,35.0,49.0,27.7,48.7,955.5,736.0,2.71,24.94,0.0,,,,,,,,,212.16666666666666,2.939,4.055000000000001,5.377,0.0,79.50883333333333,92.74050000000001,23.05633333333333
2022-05-03 13:00:00+00:00,26.4,34.56,0.0,1.85,1.89,3.73,1.68,0.09,0.07,0.16,28.0,49.0,28.8,41.3,954.7,659.0,2.61,11.2,0.0,,,,,,,,,195.0,3.8328333333333333,4.263833333333333,5.505666666666667,0.0,78.79583333333333,92.71816666666668,21.910500000000003
2022-05-03 14:00:00+00:00,26.1,35.71,0.0,1.56,2.07,3.63,1.68,0.09,0.07,0.16,35.0,47.0,29.3,34.0,953.8,733.0,2.88,11.04,0.0,,,,,,,,,148.66666666666666,7.178166666666667,3.3636666666666666,4.550333333333333,0.0,77.528,92.68983333333334,20.831500000000002
2022-05-03 15:00:00+00:00,26.1,39.01,0.0,1.54,1.94,3.49,1.73,0.09,0.07,0.16,31.0,40.0,29.7,32.9,953.0,641.0,2.53,10.13,0.0,,,,,,,,,170.16666666666666,7.7540000000000004,5.1546666666666665,7.045166666666666,0.0,77.58099999999999,92.67016666666667,20.362000000000002
2022-05-03 16:00:00+00:00,26.8,39.86,0.0,1.43,2.36,3.79,1.91,0.09,0.07,0.16,34.0,36.0,30.0,30.5,952.7,489.0,2.28,358.74,0.0,,,,,,,,,183.16666666666666,7.2835,5.8774999999999995,7.561166666666667,0.0,77.74333333333334,92.68083333333334,19.949333333333335
2022-05-03 17:00:00+00:00,26.5,37.35,0.0,1.37,3.82,5.2,2.1,0.09,0.07,0.16,77.0,43.0,29.6,30.6,952.4,271.0,2.28,13.93,0.0,,,,,,,,,243.66666666666666,7.329,6.3305,7.400166666666666,0.0,77.62283333333333,92.68033333333334,19.674166666666668
2022-05-03 18:00:00+00:00,25.8,27.81,0.0,2.19,11.66,13.85,2.16,0.09,0.07,0.16,42.0,60.0,28.4,33.4,952.4,50.0,2.18,16.57,0.0,,,,,,,,,231.0,7.697333333333333,7.447666666666667,8.182333333333334,0.0,77.93216666666667,92.72083333333333,19.333000000000002
2022-05-03 19:00:00+00:00,25.6,12.82,0.0,4.58,22.24,26.82,2.23,0.09,0.07,0.16,44.0,60.0,27.2,36.8,952.6,1.0,1.08,53.37,0.0,,,,,,,,,147.5,7.451499999999999,4.272666666666667,5.450333333333333,0.0,77.40583333333333,92.77950000000001,19.137999999999998
2022-05-03 20:00:00+00:00,24.9,14.28,0.0,3.13,17.15,20.28,1.78,0.09,0.07,0.16,44.0,59.0,26.1,39.0,952.9,1.0,0.28,127.85,0.0,,,,,,,,,114.66666666666667,7.519,4.3919999999999995,6.465333333333334,0.0,77.3545,92.8495,18.7895
2022-05-03 21:00:00+00:00,24.4,20.46,0.0,1.69,11.19,12.88,1.56,0.09,0.07,0.16,28.0,43.0,25.7,40.5,953.1,2.0,0.36,142.43,0.0,,,,,,,,,110.0,6.545833333333333,4.948833333333334,6.540333333333334,0.0,77.65566666666668,92.864,18.642
2022-05-03 22:00:00+00:00,24.7,24.46,0.0,1.18,8.49,9.68,1.73,0.09,0.07,0.16,26.0,30.0,25.1,42.9,953.0,1.0,0.33,113.78,0.0,,,,,,,,,105.33333333333333,6.889166666666667,5.745833333333334,6.530666666666666,0.0,77.77716666666667,92.87283333333333,18.55933333333333
2022-05-03 23:00:00+00:00,24.5,22.73,0.0,1.07,7.9,8.97,1.57,0.09,0.07,0.16,29.0,38.0,24.5,43.2,953.0,2.0,0.94,147.79,0.0,,,,,,,,,78.66666666666667,7.776666666666667,3.4036666666666666,4.993166666666666,0.0,77.51433333333333,92.83466666666666,18.412166666666668
2022-05-04 00:00:00+00:00,24.5,24.23,0.0,1.19,6.77,7.97,1.81,0.09,0.07,0.16,26.0,30.0,24.3,42.1,953.1,2.0,1.12,139.53,0.0,,,,,,,,,74.0,8.113333333333333,3.593166666666667,5.602333333333333,0.0,77.61783333333332,92.79183333333334,18.302833333333336
2022-05-04 01:00:00+00:00,24.6,28.85,0.0,1.08,3.86,4.94,1.74,0.09,0.07,0.16,27.0,21.0,24.1,43.0,953.1,2.0,1.16,141.73,0.0,,,,,,,,,69.16666666666667,8.447833333333334,3.309833333333333,5.3020000000000005,0.0,77.56533333333333,92.76666666666667,18.22283333333333
2022-05-04 02:00:00+00:00,24.4,29.79,0.0,1.09,2.64,3.73,1.57,0.09,0.07,0.16,22.0,32.0,23.8,44.3,952.9,2.0,1.14,137.51,0.0,,,,,,,,,68.16666666666667,8.667666666666667,2.7891666666666666,4.084833333333333,0.0,77.28166666666667,92.74316666666667,18.113833333333332
2022-05-04 03:00:00+00:00,24.6,29.93,0.0,1.07,2.73,3.8,1.72,0.09,0.07,0.16,26.0,31.0,23.5,45.5,952.6,2.0,1.38,139.57,0.0,,,,,,,,,61.333333333333336,9.714666666666666,1.7354999999999998,2.464833333333333,0.0,76.54783333333333,92.72566666666667,17.738999999999997
2022-05-04 04:00:00+00:00,24.5,32.3,0.0,1.04,1.79,2.83,1.57,0.09,0.07,0.16,21.0,26.0,23.4,46.3,952.5,2.0,1.46,135.36,0.0,,,,,,,,,71.16666666666667,7.242666666666667,1.1685,1.6046666666666667,0.0,74.1415,92.72933333333334,18.484666666666666
2022-05-04 05:00:00+00:00,24.5,32.58,0.0,1.17,1.24,2.41,1.83,0.09,0.07,0.16,24.0,30.0,23.1,47.7,952.5,3.0,1.29,132.37,0.0,,,,,,,,,79.66666666666667,7.204166666666667,1.7326666666666666,2.2675,0.0,73.32433333333333,92.713,18.985666666666667
2022-05-04 06:00:00+00:00,24.7,19.76,0.0,1.68,6.64,8.32,1.7,0.09,0.07,0.16,25.0,37.0,21.3,56.2,952.7,3.0,0.47,37.71,0.0,,,,,,,,,102.66666666666667,7.628833333333334,3.214,2.8848333333333334,0.0,72.76683333333334,92.73966666666666,18.98483333333333
2022-05-04 07:00:00+00:00,24.4,12.06,0.0,5.81,13.62,19.43,1.75,0.09,0.07,0.16,31.0,46.0,21.3,57.6,953.2,6.0,0.84,31.56,0.0,,,,,,,,,196.0,7.832,6.8533333333333335,6.025,0.0,73.06616666666667,92.80416666666666,19.02716666666667
2022-05-04 08:00:00+00:00,24.6,15.91,0.0,4.02,13.46,17.48,2.24,0.09,0.07,0.16,36.0,45.0,22.3,54.2,953.6,85.0,0.48,122.91,0.0,,,,,,,,,165.5,10.721333333333332,7.6610000000000005,10.376166666666668,0.0,75.89200000000001,92.8275,18.224666666666668
2022-05-04 09:00:00+00:00,24.7,22.26,0.0,3.9,10.68,14.58,1.71,0.09,0.07,0.16,33.0,55.0,24.4,49.9,954.3,279.0,0.91,111.47,0.0,,,,,,,,,178.33333333333334,9.272666666666668,5.509333333333333,7.491,0.0,75.6535,92.91066666666667,18.840333333333334
2022-05-04 10:00:00+00:00,24.1,28.51,0.0,3.14,6.14,9.28,-0.19,0.09,0.07,0.16,40.0,75.0,26.1,45.0,954.6,501.0,1.54,59.47,0.0,,,,,,,,,182.83333333333334,9.122833333333334,2.635,3.7704999999999997,0.0,73.20833333333333,92.96116666666667,19.95583333333333
2022-05-04 11:00:00+00:00,24.9,32.05,0.0,2.7,4.95,7.65,-0.18,0.09,0.07,0.16,36.0,52.0,26.9,41.7,954.8,581.0,2.48,35.13,0.0,,,,,,,,,187.66666666666666,8.2665,1.0753333333333333,0.9898333333333333,0.0,69.52733333333335,92.97183333333334,21.455666666666666
2022-05-04 12:00:00+00:00,25.5,37.83,0.0,1.85,2.76,4.6,1.48,0.09,0.07,0.16,88.0,57.0,28.2,37.5,954.5,723.0,3.07,7.03,0.0,,,,,,,,,184.83333333333334,9.259333333333332,0.6054999999999999,0.6315000000000001,0.0,66.16183333333333,92.92916666666666,22.653000000000002
2022-05-04 13:00:00+00:00,25.8,37.71,0.0,1.68,2.8,4.48,1.94,0.09,0.07,0.16,32.0,49.0,28.8,35.9,953.9,566.0,2.46,4.61,0.0,,,,,,,,,197.66666666666666,11.7295,2.3271666666666664,3.6261666666666668,0.0,64.8665,92.8685,23.481333333333335
2022-05-04 14:00:00+00:00,26.2,36.38,0.0,1.5,1.99,3.49,1.98,0.09,0.07,0.16,28.0,46.0,29.5,29.7,953.0,725.0,3.05,2.44,0.0,,,,,,,,,190.16666666666666,12.903333333333334,8.873333333333333,13.793833333333334,0.0,67.28166666666667,92.8585,22.6445
2022-05-04 15:00:00+00:00,26.4,33.97,0.0,1.59,2.4,3.99,1.96,0.09,0.07,0.16,25.0,38.0,29.8,26.6,952.5,482.0,2.44,356.07,0.0,,,,,,,,,223.0,11.467,13.913166666666665,22.947,0.0,72.703,92.90166666666667,21.360166666666665
2022-05-04 16:00:00+00:00,26.0,31.83,0.0,1.97,4.86,6.83,1.98,0.09,0.07,0.16,27.0,39.0,29.5,28.0,952.5,321.0,2.04,0.39,0.0,,,,,,,,,221.66666666666666,8.9015,10.604333333333333,14.952499999999999,0.0,74.93283333333333,92.92900000000002,20.749833333333335
2022-05-04 17:00:00+00:00,25.8,27.63,0.0,2.75,10.16,12.91,2.03,0.09,0.07,0.16,31.0,42.0,28.8,30.4,952.5,127.0,1.42,2.84,0.0,,,,,,,,,352.3333333333333,6.785166666666667,11.6405,10.501000000000001,0.0,75.222,92.94983333333333,20.445
2022-05-04 18:00:00+00:00,26.0,28.55,0.0,1.96,10.52,12.49,2.19,0.09,0.07,0.16,52.0,60.0,28.3,34.4,952.5,43.0,0.54,235.06,0.0,,,,,,,,,316.0,6.259333333333333,11.635833333333332,11.394499999999999,0.0,76.14483333333332,92.97583333333334,20.070666666666668
